case_id,declared_salary,declared_emi,slip_salary,bank_salary_average,bank_emi_total,employer_match_score,slip_extraction_confidence,missing_document_count,missing_field_count,low_confidence_count,extraction_failure_count,consistency_category
SYN_1586,104952.75,14414.78,104952.75,72887.28,14414.78,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1587,79364.21,11055.51,79364.21,79364.21,11055.51,1,0.95,0,0,0,0,CONSISTENT
SYN_1588,89367.59,20518.03,89367.59,89367.59,20518.03,1,0.12,2,3,1,1,DATA_QUALITY_ISSUE
SYN_1589,79342.8,26469.16,79342.8,79342.8,26469.16,1,0.95,0,0,0,0,CONSISTENT
SYN_1590,61487.18,17447.39,61487.18,61487.18,17447.39,1,0.95,0,0,0,0,CONSISTENT
SYN_1591,105879.03,32161.16,105879.03,63527.42,64322.32,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1592,78809.52,13730.5,78809.52,78809.52,13730.5,1,0.95,0,0,0,0,CONSISTENT
SYN_1593,73084.83,15484.9,73084.83,73084.83,15484.9,1,0.95,0,0,0,0,CONSISTENT
SYN_1594,76203.76,7923.67,76203.76,76203.76,7923.67,1,0.95,0,0,0,0,CONSISTENT
SYN_1595,66136.69,11146.74,66136.69,66136.69,20287.7,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1596,79323.44,23841.64,79323.44,79323.44,23841.64,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1597,66794.64,11507.66,66794.64,66794.64,11507.66,1,0.95,0,0,0,0,CONSISTENT
SYN_1598,73520.74,9502.24,73520.74,46757.74,9502.24,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1599,63459.58,9386.8,63459.58,38075.75,18773.6,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1600,77228.79,14702.18,77228.79,46925.61,14702.18,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1601,95043.98,17606.1,95043.98,70488.41,17606.1,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1602,80698.38,9188.18,80698.38,80698.38,9188.18,1,0.95,0,0,0,0,CONSISTENT
SYN_1603,85197.31,23984.35,85197.31,85197.31,57988.71,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1604,77062.79,19353.82,77062.79,77062.79,19353.82,1,0.26,1,2,2,1,DATA_QUALITY_ISSUE
SYN_1605,78294.68,11167.52,78294.68,78294.68,11167.52,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1606,70340.9,10735.07,70340.9,49722.22,10735.07,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1607,68060.63,11884.97,68060.63,40836.38,23769.94,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1608,71519.63,13030.16,71519.63,71519.63,23169.09,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1609,48124.06,13607.2,48124.06,48124.06,13607.2,1,0.95,0,0,0,0,CONSISTENT
SYN_1610,74702.08,19871.37,74702.08,74702.08,19871.37,1,0.95,0,0,0,0,CONSISTENT
SYN_1611,47411.84,13308.13,47411.84,47411.84,13308.13,1,0.95,0,0,0,0,CONSISTENT
SYN_1612,73617.34,24239.92,73617.34,73617.34,24239.92,1,0.28,1,2,1,1,DATA_QUALITY_ISSUE
SYN_1613,69876.35,19612.26,69876.35,69876.35,19612.26,1,0.95,0,0,0,0,CONSISTENT
SYN_1614,88007.9,28732.64,88007.9,88007.9,28732.64,1,0.95,0,0,0,0,CONSISTENT
SYN_1615,74567.96,8984.29,74567.96,74567.96,8984.29,1,0.95,0,0,0,0,CONSISTENT
SYN_1616,55072.46,18501.13,55072.46,55072.46,18501.13,1,0.95,0,0,0,0,CONSISTENT
SYN_1617,85203.23,20125.53,85203.23,85203.23,20125.53,1,0.18,2,1,2,1,DATA_QUALITY_ISSUE
SYN_1618,72017.25,7886.77,72017.25,51750.96,7886.77,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1619,71735.73,14049.23,71735.73,53884.19,14049.23,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1620,72505.97,18178.09,72505.97,43503.58,36356.18,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1621,78254.59,20873.74,78254.59,78254.59,20873.74,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1622,60787.28,19454.28,60787.28,60787.28,19454.28,1,0.95,0,0,0,0,CONSISTENT
SYN_1623,89670.01,23277.22,89670.01,89670.01,23277.22,1,0.95,0,0,0,0,CONSISTENT
SYN_1624,52302.92,6694.93,52302.92,52302.92,15729.5,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1625,80742.02,23019.11,80742.02,43229.42,23019.11,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1626,74657.72,9243.54,74657.72,74657.72,9243.54,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1627,82785.93,11867.28,82785.93,82785.93,11867.28,1,0.95,0,0,0,0,CONSISTENT
SYN_1628,60337.88,13656.78,60337.88,60337.88,13656.78,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1629,84747.35,29568.75,84747.35,84747.35,64035.58,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1630,63209.02,20909.13,63209.02,31905.1,20909.13,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1631,53822.22,13005.04,53822.22,53822.22,13005.04,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1632,71418.56,12545.08,71418.56,71418.56,24588.13,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1633,59263.1,19046.56,59263.1,59263.1,19046.56,1,0.95,0,0,0,0,CONSISTENT
SYN_1634,68962.94,22109.68,68962.94,68962.94,22109.68,1,0.95,0,0,0,0,CONSISTENT
SYN_1635,93264.5,21165.26,93264.5,93264.5,42311.65,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1636,61215.7,12082.69,61215.7,61215.7,12082.69,1,0.95,0,0,0,0,CONSISTENT
SYN_1637,71668.35,8824.46,71668.35,71668.35,8824.46,1,0.95,0,0,0,0,CONSISTENT
SYN_1638,69380.19,10389.88,69380.19,69380.19,10389.88,1,0.95,0,0,0,0,CONSISTENT
SYN_1639,75803.11,12558.11,75803.11,75803.11,12558.11,1,0.33,2,3,2,1,DATA_QUALITY_ISSUE
SYN_1640,89574.14,26624.68,89574.14,89574.14,26624.68,1,0.95,0,0,0,0,CONSISTENT
SYN_1641,80016.9,12873.29,80016.9,80016.9,31303.45,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1642,85130.86,14215.64,85130.86,85130.86,14215.64,1,0.95,0,0,0,0,CONSISTENT
SYN_1643,70592.2,20834.81,70592.2,42954.1,20834.81,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1644,75597.86,22856.44,75597.86,46400.83,22856.44,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1645,71998.79,16256.95,71998.79,71998.79,16256.95,1,0.95,0,0,0,0,CONSISTENT
SYN_1646,66112.47,6676.7,66112.47,42996.17,6676.7,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1647,59799.48,11820.77,59799.48,59799.48,11820.77,1,0.95,0,0,0,0,CONSISTENT
SYN_1648,47466.8,7304.11,47466.8,47466.8,12570.9,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1649,35045.19,4986.96,35045.19,35045.19,4986.96,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1650,75136.81,7711.89,75136.81,75136.81,7711.89,1,0.95,0,0,0,0,CONSISTENT
SYN_1651,89339.06,15347.66,89339.06,89339.06,15347.66,1,0.95,0,0,0,0,CONSISTENT
SYN_1652,77079.79,9935.69,77079.79,77079.79,9935.69,1,0.95,0,0,0,0,CONSISTENT
SYN_1653,73914.04,16994.41,73914.04,73914.04,16994.41,1,0.95,0,0,0,0,CONSISTENT
SYN_1654,90392.13,19480.39,90392.13,90392.13,19480.39,1,0.95,0,0,0,0,CONSISTENT
SYN_1655,85823.71,28769.82,85823.71,85823.71,28769.82,1,0.3,1,2,1,1,DATA_QUALITY_ISSUE
SYN_1656,70690.91,17511.31,70690.91,49188.04,17511.31,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1657,90356.64,13439.26,90356.64,90356.64,13439.26,1,0.95,0,0,0,0,CONSISTENT
SYN_1658,68948.43,16593.4,68948.43,41369.06,33186.8,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1659,61242.67,14833.17,61242.67,61242.67,14833.17,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1660,85047.12,17692.27,85047.12,51028.27,35384.54,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1661,57985.79,11444.0,57985.79,57985.79,11444.0,1,0.39,1,2,2,1,DATA_QUALITY_ISSUE
SYN_1662,72723.99,12613.88,72723.99,72723.99,27398.01,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1663,73737.66,20336.84,73737.66,73737.66,20336.84,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1664,74664.26,19248.22,74664.26,74664.26,19248.22,1,0.95,0,0,0,0,CONSISTENT
SYN_1665,77544.48,8016.43,77544.48,77544.48,8016.43,1,0.95,0,0,0,0,CONSISTENT
SYN_1666,117659.21,29446.9,117659.21,117659.21,29446.9,1,0.95,0,0,0,0,CONSISTENT
SYN_1667,74375.86,20981.85,74375.86,44625.52,41963.7,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1668,90019.6,16702.83,90019.6,90019.6,16702.83,1,0.95,0,0,0,0,CONSISTENT
SYN_1669,47427.31,5743.1,47427.31,47427.31,5743.1,1,0.95,0,0,0,0,CONSISTENT
SYN_1670,84211.14,23321.29,84211.14,84211.14,43377.42,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1671,51069.23,13644.05,51069.23,51069.23,13644.05,1,0.95,0,0,0,0,CONSISTENT
SYN_1672,44413.57,12020.52,44413.57,44413.57,12020.52,1,0.95,0,0,0,0,CONSISTENT
SYN_1673,53135.63,10912.88,53135.63,31881.38,21825.76,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1674,64325.11,8454.02,64325.11,64325.11,8454.02,1,0.95,0,0,0,0,CONSISTENT
SYN_1675,80238.25,21359.78,80238.25,42651.91,21359.78,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1676,78434.2,20303.24,78434.2,78434.2,46814.48,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1677,71397.92,19596.31,71397.92,42838.75,39192.62,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1678,90445.69,31640.98,90445.69,90445.69,31640.98,1,0.95,0,0,0,0,CONSISTENT
SYN_1679,70685.93,14976.59,70685.93,70685.93,14976.59,1,0.95,0,0,0,0,CONSISTENT
SYN_1680,97364.05,32121.25,97364.05,97364.05,32121.25,1,0.19,1,1,2,1,DATA_QUALITY_ISSUE
SYN_1681,107594.25,17670.05,107594.25,107594.25,17670.05,1,0.34,1,3,2,1,DATA_QUALITY_ISSUE
SYN_1682,85475.83,26288.15,85475.83,59765.01,26288.15,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1683,85965.01,29397.12,85965.01,85965.01,29397.12,1,0.95,0,0,0,0,CONSISTENT
SYN_1684,83076.52,20780.24,83076.52,49845.91,41560.48,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1685,107776.42,25792.29,107776.42,77899.8,25792.29,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1686,64699.27,15607.93,64699.27,64699.27,15607.93,1,0.95,0,0,0,0,CONSISTENT
SYN_1687,97620.18,26684.5,97620.18,97620.18,26684.5,1,0.95,0,0,0,0,CONSISTENT
SYN_1688,67193.42,11387.46,67193.42,67193.42,11387.46,1,0.25,2,3,2,1,DATA_QUALITY_ISSUE
SYN_1689,85935.95,12965.83,85935.95,51561.57,25931.66,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1690,80267.48,9225.99,80267.48,48160.49,18451.98,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1691,56751.29,12940.55,56751.29,34050.77,25881.1,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1692,58177.05,6512.65,58177.05,58177.05,6512.65,1,0.21,2,3,1,1,DATA_QUALITY_ISSUE
SYN_1693,85486.49,25110.13,85486.49,85486.49,25110.13,1,0.95,0,0,0,0,CONSISTENT
SYN_1694,69864.58,20912.86,69864.58,69864.58,20912.86,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1695,89001.28,11189.8,89001.28,89001.28,11189.8,1,0.95,0,0,0,0,CONSISTENT
SYN_1696,48585.95,9562.27,48585.95,48585.95,9562.27,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1697,54907.75,15576.8,54907.75,54907.75,15576.8,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1698,74552.75,16603.09,74552.75,74552.75,16603.09,1,0.95,0,0,0,0,CONSISTENT
SYN_1699,98187.16,19113.95,98187.16,98187.16,19113.95,1,0.95,0,0,0,0,CONSISTENT
SYN_1700,91477.93,29139.58,91477.93,91477.93,29139.58,1,0.31,2,3,2,1,DATA_QUALITY_ISSUE
SYN_1701,89344.43,30573.99,89344.43,89344.43,30573.99,1,0.95,0,0,0,0,CONSISTENT
SYN_1702,109870.1,12733.98,109870.1,73119.25,12733.98,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1703,84404.32,12475.85,84404.32,50642.59,24951.7,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1704,70844.2,14270.05,70844.2,70844.2,21991.32,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1705,88337.31,29787.13,88337.31,88337.31,29787.13,1,0.95,0,0,0,0,CONSISTENT
SYN_1706,58173.73,17618.87,58173.73,58173.73,17618.87,1,0.95,0,0,0,0,CONSISTENT
SYN_1707,63497.04,21176.79,63497.04,63497.04,21176.79,1,0.95,0,0,0,0,CONSISTENT
SYN_1708,76021.08,20106.62,76021.08,76021.08,20106.62,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1709,78724.88,21924.05,78724.88,47234.93,43848.1,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1710,76171.77,17464.89,76171.77,76171.77,17464.89,1,0.14,2,1,2,1,DATA_QUALITY_ISSUE
SYN_1711,110086.93,11285.2,110086.93,110086.93,19126.61,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1712,69988.68,23629.99,69988.68,43048.83,23629.99,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1713,86235.21,15068.01,86235.21,53745.66,15068.01,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1714,98240.11,33549.52,98240.11,98240.11,33549.52,1,0.95,0,0,0,0,CONSISTENT
SYN_1715,71135.69,11057.68,71135.69,71135.69,11057.68,1,0.95,0,0,0,0,CONSISTENT
SYN_1716,73955.5,11115.05,73955.5,73955.5,11115.05,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1717,70894.06,8591.76,70894.06,70894.06,8591.76,1,0.95,0,0,0,0,CONSISTENT
SYN_1718,74785.94,21902.43,74785.94,44871.56,43804.86,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1719,81540.09,9220.82,81540.09,81540.09,9220.82,1,0.33,2,2,1,1,DATA_QUALITY_ISSUE
SYN_1720,87657.59,27495.45,87657.59,87657.59,27495.45,1,0.95,0,0,0,0,CONSISTENT
SYN_1721,63118.1,14786.73,63118.1,63118.1,33081.16,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1722,85109.47,18547.46,85109.47,85109.47,45622.74,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1723,78785.61,22364.55,78785.61,78785.61,35336.4,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1724,81717.95,25707.84,81717.95,81717.95,25707.84,1,0.95,0,0,0,0,CONSISTENT
SYN_1725,69908.41,10843.46,69908.41,69908.41,10843.46,1,0.95,0,0,0,0,CONSISTENT
SYN_1726,63742.06,20205.7,63742.06,63742.06,20205.7,1,0.25,1,3,2,1,DATA_QUALITY_ISSUE
SYN_1727,82771.53,28293.96,82771.53,82771.53,50040.67,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1728,67061.98,8149.98,67061.98,44780.03,8149.98,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1729,72237.81,13257.53,72237.81,47427.68,13257.53,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1730,58047.32,5928.02,58047.32,58047.32,13403.29,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1731,67446.46,19474.03,67446.46,67446.46,19474.03,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1732,72740.79,11641.28,72740.79,72740.79,11641.28,1,0.2,1,2,1,1,DATA_QUALITY_ISSUE
SYN_1733,82363.37,10639.06,82363.37,82363.37,22937.83,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1734,67837.14,19461.0,67837.14,67837.14,19461.0,1,0.95,0,0,0,0,CONSISTENT
SYN_1735,56138.74,14551.46,56138.74,44486.08,14551.46,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1736,72281.48,8312.52,72281.48,43368.89,16625.04,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1737,75086.12,19937.46,75086.12,75086.12,19937.46,1,0.95,0,0,0,0,CONSISTENT
SYN_1738,87041.71,27718.32,87041.71,87041.71,27718.32,1,0.25,2,2,1,1,DATA_QUALITY_ISSUE
SYN_1739,71579.58,12556.17,71579.58,44036.17,12556.17,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1740,96582.4,27743.27,96582.4,57949.44,55486.54,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1741,70038.38,23125.91,70038.38,70038.38,23125.91,1,0.95,0,0,0,0,CONSISTENT
SYN_1742,67347.59,15716.91,67347.59,67347.59,32948.83,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1743,76578.9,9893.0,76578.9,76578.9,9893.0,1,0.95,0,0,0,0,CONSISTENT
SYN_1744,95823.01,22443.17,95823.01,95823.01,22443.17,1,0.95,0,0,0,0,CONSISTENT
SYN_1745,86400.34,25144.56,86400.34,86400.34,25144.56,1,0.17,2,1,2,1,DATA_QUALITY_ISSUE
SYN_1746,69087.66,18356.34,69087.66,46775.89,18356.34,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1747,65502.76,15139.33,65502.76,45561.13,15139.33,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1748,60378.95,17618.14,60378.95,60378.95,17618.14,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1749,69492.62,12954.41,69492.62,69492.62,12954.41,1,0.32,1,3,2,1,DATA_QUALITY_ISSUE
SYN_1750,72249.98,19250.38,72249.98,72249.98,19250.38,1,0.95,0,0,0,0,CONSISTENT
SYN_1751,54032.92,17653.45,54032.92,36537.65,17653.45,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1752,93038.65,19766.15,93038.65,93038.65,19766.15,1,0.95,0,0,0,0,CONSISTENT
SYN_1753,74598.73,24146.63,74598.73,74598.73,24146.63,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1754,96844.93,19625.59,96844.93,96844.93,19625.59,1,0.95,0,0,0,0,CONSISTENT
SYN_1755,79647.56,25068.68,79647.56,47788.54,50137.36,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1756,84916.54,26854.75,84916.54,84916.54,26854.75,1,0.95,0,0,0,0,CONSISTENT
SYN_1757,66795.21,13659.09,66795.21,66795.21,13659.09,1,0.95,0,0,0,0,CONSISTENT
SYN_1758,64873.69,11686.47,64873.69,64873.69,11686.47,1,0.95,0,0,0,0,CONSISTENT
SYN_1759,84179.89,17716.79,84179.89,84179.89,17716.79,1,0.95,0,0,0,0,CONSISTENT
SYN_1760,49114.89,14076.97,49114.89,49114.89,14076.97,1,0.95,0,0,0,0,CONSISTENT
SYN_1761,63524.07,18174.91,63524.07,38114.44,36349.82,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1762,92541.12,12269.06,92541.12,92541.12,12269.06,1,0.95,0,0,0,0,CONSISTENT
SYN_1763,65924.0,7634.88,65924.0,65924.0,7634.88,1,0.95,0,0,0,0,CONSISTENT
SYN_1764,86010.01,27066.17,86010.01,86010.01,27066.17,1,0.95,0,0,0,0,CONSISTENT
SYN_1765,80414.79,18647.78,80414.79,80414.79,40194.1,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1766,50832.46,16068.18,50832.46,50832.46,16068.18,1,0.95,0,0,0,0,CONSISTENT
SYN_1767,52942.66,12487.64,52942.66,52942.66,12487.64,1,0.95,0,0,0,0,CONSISTENT
SYN_1768,56058.45,16679.23,56058.45,56058.45,16679.23,1,0.95,0,0,0,0,CONSISTENT
SYN_1769,90403.42,21739.24,90403.42,90403.42,21739.24,1,0.95,0,0,0,0,CONSISTENT
SYN_1770,83993.66,22297.38,83993.66,83993.66,22297.38,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1771,65922.66,16006.23,65922.66,65922.66,16006.23,1,0.95,0,0,0,0,CONSISTENT
SYN_1772,88656.28,17264.83,88656.28,88656.28,17264.83,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1773,94841.17,31532.83,94841.17,94841.17,31532.83,1,0.95,0,0,0,0,CONSISTENT
SYN_1774,72463.16,19229.3,72463.16,55867.8,19229.3,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1775,86467.17,26453.43,86467.17,86467.17,26453.43,1,0.95,0,0,0,0,CONSISTENT
SYN_1776,60292.96,12286.31,60292.96,36175.78,24572.62,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1777,52492.98,9070.74,52492.98,52492.98,9070.74,1,0.95,0,0,0,0,CONSISTENT
SYN_1778,69799.36,8297.87,69799.36,69799.36,8297.87,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1779,103609.47,12683.15,103609.47,62165.68,25366.3,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1780,53458.63,6544.69,53458.63,53458.63,6544.69,1,0.95,0,0,0,0,CONSISTENT
SYN_1781,72297.29,11271.19,72297.29,72297.29,11271.19,1,0.38,2,1,2,1,DATA_QUALITY_ISSUE
SYN_1782,95572.12,13807.3,95572.12,95572.12,13807.3,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1783,58161.21,16928.57,58161.21,34896.73,33857.14,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1784,72261.12,18775.16,72261.12,72261.12,18775.16,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1785,83279.3,17361.4,83279.3,49967.58,34722.8,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1786,80141.95,28044.7,80141.95,80141.95,28044.7,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1787,75722.87,18691.2,75722.87,75722.87,18691.2,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1788,59775.47,20366.87,59775.47,59775.47,20366.87,1,0.95,0,0,0,0,CONSISTENT
SYN_1789,64137.21,16005.24,64137.21,64137.21,16005.24,1,0.95,0,0,0,0,CONSISTENT
SYN_1790,74134.72,8608.91,74134.72,74134.72,21285.72,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1791,88762.35,22428.73,88762.35,51419.14,22428.73,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1792,115910.4,26408.42,115910.4,115910.4,26408.42,1,0.95,0,0,0,0,CONSISTENT
SYN_1793,76891.97,23197.89,76891.97,46135.18,46395.78,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1794,66763.93,6927.13,66763.93,66763.93,6927.13,1,0.95,0,0,0,0,CONSISTENT
SYN_1795,59171.65,12220.76,59171.65,59171.65,12220.76,1,0.95,0,0,0,0,CONSISTENT
SYN_1796,78857.08,19692.25,78857.08,78857.08,34942.16,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1797,77910.83,15782.65,77910.83,46737.69,15782.65,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1798,91386.33,11572.96,91386.33,91386.33,11572.96,1,0.95,0,0,0,0,CONSISTENT
SYN_1799,61858.05,21622.4,61858.05,61858.05,36497.01,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1800,62133.0,7746.2,62133.0,62133.0,7746.2,1,0.95,0,0,0,0,CONSISTENT
SYN_1801,53344.7,12474.84,53344.7,53344.7,28547.42,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_1802,95545.28,32435.52,95545.28,57327.17,64871.04,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1803,55828.0,6975.2,55828.0,33496.8,13950.4,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1804,78880.65,21032.06,78880.65,78880.65,21032.06,1,0.95,0,0,0,0,CONSISTENT
SYN_1805,64797.46,15154.03,64797.46,38878.48,30308.06,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1806,75198.97,18754.87,75198.97,75198.97,18754.87,1,0.34,2,2,2,1,DATA_QUALITY_ISSUE
SYN_1807,67134.6,10297.4,67134.6,67134.6,10297.4,1,0.3,1,2,1,1,DATA_QUALITY_ISSUE
SYN_1808,83082.25,15021.15,83082.25,83082.25,15021.15,1,0.95,0,0,0,0,CONSISTENT
SYN_1809,55772.23,7056.47,55772.23,55772.23,7056.47,1,0.3,1,1,2,1,DATA_QUALITY_ISSUE
SYN_1810,51046.38,6650.77,51046.38,51046.38,6650.77,1,0.95,0,0,0,0,CONSISTENT
SYN_1811,55039.42,13746.25,55039.42,55039.42,13746.25,1,0.95,0,0,0,0,CONSISTENT
SYN_1812,42330.48,6632.75,42330.48,42330.48,6632.75,1,0.95,0,0,0,0,CONSISTENT
SYN_1813,76542.88,8025.54,76542.88,76542.88,8025.54,1,0.2,1,2,1,1,DATA_QUALITY_ISSUE
SYN_1814,77240.13,19964.44,77240.13,77240.13,19964.44,1,0.12,2,1,1,1,DATA_QUALITY_ISSUE
SYN_1815,64438.69,17964.49,64438.69,38663.21,35928.98,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_1816,65613.14,11587.26,65613.14,65613.14,11587.26,1,0.95,0,0,0,0,CONSISTENT
SYN_1817,67601.21,19145.31,67601.21,67601.21,19145.31,1,0.95,0,0,0,0,CONSISTENT
SYN_1818,50910.64,9273.43,50910.64,50910.64,9273.43,1,0.95,0,0,0,0,CONSISTENT
SYN_1819,55011.81,12180.04,55011.81,55011.81,12180.04,1,0.95,0,0,0,0,CONSISTENT
SYN_1820,73640.83,7912.53,73640.83,73640.83,7912.53,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1821,76001.43,23835.1,76001.43,76001.43,23835.1,1,0.95,0,0,0,0,CONSISTENT
SYN_1822,63068.29,21075.24,63068.29,63068.29,21075.24,1,0.95,0,0,0,0,CONSISTENT
SYN_1823,74075.73,19618.17,74075.73,74075.73,19618.17,1,0.95,0,0,0,0,CONSISTENT
SYN_1824,93435.75,20486.91,93435.75,70120.71,20486.91,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_1825,59961.25,7726.05,59961.25,59961.25,7726.05,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_1826,74357.28,17276.74,74357.28,44614.37,34553.48,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
